status,title_score,author_score,cover_file,cover_title,cover_author,pdf_file,pdf_title,pdf_author,pdf_rel_path,cover_rel_path,cover_abs,pdf_abs,cover_confidence,alt2_pdf,alt2_title_score,alt3_pdf,alt3_title_score
no_match,80.3,,La-Escuela-Austriaca-en-los-negocios.jpg,LA ESCUELA AUSTRIACA EN LOS NEGOCIOS,Alberto Benegas Lynch (h); Adrián Ravier,Escuela Austriaca.pdf,Escuela austriaca,,   👀 TEMAS\   💱 ECONOMÍA\ 📚 Escuelas\ Escuela Austriaca\Artículos\Escuela Austriaca.pdf, Unión Editorial\Cuadernos Liberales\La-Escuela-Austriaca-en-los-negocios.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cuadernos Liberales\La-Escuela-Austriaca-en-los-negocios.jpg,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   💱 ECONOMÍA\ 📚 Escuelas\ Escuela Austriaca\Artículos\Escuela Austriaca.pdf,0.9, Huerta - La Escuela Austríaca Mercado y creatividad empresarial.pdf,84.3,,
no_match,0.0,,La-revolucion-capitalista-de-China.jpg,La revolución capitalista de China,José Antonio de Aguirre,,,,, Unión Editorial\Cuadernos Liberales\La-revolucion-capitalista-de-China.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cuadernos Liberales\La-revolucion-capitalista-de-China.jpg,,0.9,,,,
no_match,0.0,,sxhfdxh.jpg,Cinco manifiestos liberales,José María Méndez,,,,, Unión Editorial\Cuadernos Liberales\sxhfdxh.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cuadernos Liberales\sxhfdxh.jpg,,0.9,,,,
no_match,0.0,,¿ES LA INFLACIÓN LA PRÓXIMA AMENAZA_.jpg,¿Es la inflación la próxima amenaza?,Juan Castañeda Fernández; Tim Congdon,,,,, Unión Editorial\Cuadernos Liberales\¿ES LA INFLACIÓN LA PRÓXIMA AMENAZA_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cuadernos Liberales\¿ES LA INFLACIÓN LA PRÓXIMA AMENAZA_.jpg,,0.9,,,,
no_match,100.0,50.0,_ Individuo y Sociedad - Ricardo M. Rojas.jpg,INDIVIDUO Y SOCIEDAD,RICARDO M. ROJAS,Rojas - Individuo y Sociedad.pdf,Individuo y sociedad.,Rojas,   👀 TEMAS\ 👥 SOCIEDAD\Rojas - Individuo y Sociedad.pdf, Unión Editorial\Derecho y Libertad\_ Individuo y Sociedad - Ricardo M. Rojas.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Derecho y Libertad\_ Individuo y Sociedad - Ricardo M. Rojas.jpg,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\ 👥 SOCIEDAD\Rojas - Individuo y Sociedad.pdf,0.9,,,,
no_match,0.0,,JUSTICIA A LA VENTA DESCUBRE EL PRECIO DE LA CORRUPCIÓN.jpg,JUSTICIA A LA VENTA,PABLO SÁNCHEZ NASSIF,,,,, Unión Editorial\Derecho y Libertad\JUSTICIA A LA VENTA DESCUBRE EL PRECIO DE LA CORRUPCIÓN.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Derecho y Libertad\JUSTICIA A LA VENTA DESCUBRE EL PRECIO DE LA CORRUPCIÓN.jpg,,0.9,,,,
no_match,0.0,,LA SUPRESIÓN DE LA PROPIEDAD COMO CRIMEN DE LESA HUMANIDAD. EL CASO VENEZUELA.jpg,LA SUPRESIÓN DE LA PROPIEDAD COMO CRIMEN DE LESA HUMANIDAD,RICARDO M. ROJAS; ANDREA RONDÓN GARCÍA,,,,, Unión Editorial\Derecho y Libertad\LA SUPRESIÓN DE LA PROPIEDAD COMO CRIMEN DE LESA HUMANIDAD. EL CASO VENEZUELA.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Derecho y Libertad\LA SUPRESIÓN DE LA PROPIEDAD COMO CRIMEN DE LESA HUMANIDAD. EL CASO VENEZUELA.jpg,,0.9,,,,
no_match,0.0,,la-decision-judicial-y-la-certidumbre-juridica.jpg,LA DECISIÓN JUDICIAL Y LA CERTIDUMBRE JURÍDICA,RICARDO MANUEL ROJAS,,,,, Unión Editorial\Derecho y Libertad\la-decision-judicial-y-la-certidumbre-juridica.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Derecho y Libertad\la-decision-judicial-y-la-certidumbre-juridica.jpg,,1.0,,,,
no_match,0.0,,EL-PODER-FISCAL.jpg,El poder fiscal,Geoffrey Brennan; James M. Buchanan,,,,, Unión Editorial\EL-PODER-FISCAL.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\EL-PODER-FISCAL.jpg,,1.0,,,,
no_match,0.0,,EMPRESAS-FAMILIARES.jpg,EMPRESAS FAMILIARES: LA PROFESIONALIZACIÓN DE LOS CONSEJEROS DE FAMILIA,FERNANDO NOGALES LOZANO,,,,, Unión Editorial\Empresa Familiar\EMPRESAS-FAMILIARES.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Empresa Familiar\EMPRESAS-FAMILIARES.jpg,,1.0,,,,
no_match,0.0,,la-educacion-econommica-de-las-empresas-familiars1-95c3.png,LA EDUCACIÓN ECONÓMICA DE LAS EMPRESAS FAMILIARES,FERNANDO NOGALES LOZANO,,,,, Unión Editorial\Empresa Familiar\la-educacion-econommica-de-las-empresas-familiars1-95c3.png,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Empresa Familiar\la-educacion-econommica-de-las-empresas-familiars1-95c3.png,,0.9,,,,
no_match,0.0,,la-importancia-del-empresario-familiar-en-la-riqueza-de.png,LA IMPORTANCIA DEL EMPRESARIO FAMILIAR EN LA RIQUEZA DE LOS PAÍSES,FERNANDO NOGALES LOZANO (Coordinador),,,,, Unión Editorial\Empresa Familiar\la-importancia-del-empresario-familiar-en-la-riqueza-de.png,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Empresa Familiar\la-importancia-del-empresario-familiar-en-la-riqueza-de.png,,0.9,,,,
no_match,0.0,,Lecturas-para-una-teoria-economica.jpg,Teoría económica de la empresa,ADRIÁN O. RAVIER; LEONARDO RAVIER,,,,, Unión Editorial\Empresa Familiar\Lecturas-para-una-teoria-economica.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Empresa Familiar\Lecturas-para-una-teoria-economica.jpg,,0.9,,,,
no_match,0.0,,Teoría económica de la empresa.jpg,Teoría económica de la empresa,Adrián O. Ravier; Leonardo Ravier,,,,, Unión Editorial\Empresa Familiar\Teoría económica de la empresa.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Empresa Familiar\Teoría económica de la empresa.jpg,,0.9,,,,
no_match,0.0,,filosofixxa-para-filoxxsofos.jpg,Filosofía para filósofos,Gabriel J. Zanotti,,,,, Unión Editorial\filosofixxa-para-filoxxsofos.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\filosofixxa-para-filoxxsofos.jpg,,0.9,,,,
no_match,0.0,,IMG_20250415_154341.jpg,LA MÁQUINA FINANCIERA DEL EXPOLIO,Vicente Moreno; Alberto Romero,,,,, Unión Editorial\IMG_20250415_154341.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\IMG_20250415_154341.jpg,,0.9,,,,
no_match,0.0,,IMG_20250416_162447.jpg,FUNDAMENTOS DE LA BANCA CENTRAL Y DE LA LIBERTAD BANCARIA,VERA C. SMITH,,,,, Unión Editorial\IMG_20250416_162447.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\IMG_20250416_162447.jpg,,0.9,,,,
no_match,0.0,,La sabiduría de Henry Hazlitt.jpg,La sabiduría de,Henry Hazlitt,,,,, Unión Editorial\La sabiduría de Henry Hazlitt.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\La sabiduría de Henry Hazlitt.jpg,,0.9,,,,
no_match,0.0,,La-familia-en-la-actualidad-1.jpg,"LA FAMILIA EN LA ACTUALIDAD, PROFECÍA DE UNA NUEVA HUMANIDAD",JUAN JOSÉ PÉREZ-SOBA DIEZ DEL CORRAL,,,,, Unión Editorial\La-familia-en-la-actualidad-1.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\La-familia-en-la-actualidad-1.jpg,,0.9,,,,
no_match,0.0,,la-libertad-de-emision-del-dinero-bancario.jpg,LA LIBERTAD DE EMISIÓN DEL DINERO BANCARIO,GEORGE A. SELGIN,,,,, Unión Editorial\la-libertad-de-emision-del-dinero-bancario.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\la-libertad-de-emision-del-dinero-bancario.jpg,,0.9,,,,
no_match,0.0,,la-teoria-austriaca-del-valor-el-capital-y-el-interes.jpg,"LA TEORÍA AUSTRIACA DEL VALOR, EL CAPITAL Y EL INTERÉS",Klaus H. Hennings,,,,, Unión Editorial\la-teoria-austriaca-del-valor-el-capital-y-el-interes.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\la-teoria-austriaca-del-valor-el-capital-y-el-interes.jpg,,0.9,,,,
auto,100.0,,Adam-Smith-Resumido.jpg,Adam Smith: La riqueza de las naciones y La teoría de los sentimientos morales,Eamonn Butler, Adam Smith_ La riqueza de las naciones y la teoría de los sentimientos morales.pdf,Adam Smith_ La riqueza de las naciones y la teoría de los sentimientos morales,,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\Agosto\ Adam Smith_ La riqueza de las naciones y la teoría de los sentimientos morales.pdf, Unión Editorial\Laissez-Faire\Adam-Smith-Resumido.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Laissez-Faire\Adam-Smith-Resumido.jpg,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\Agosto\ Adam Smith_ La riqueza de las naciones y la teoría de los sentimientos morales.pdf,0.9,,,,
no_match,0.0,,El-rostro-humano-del-capitalismo-global.jpg,EL ROSTRO HUMANO DEL CAPITALISMO GLOBAL,Adrián O. Ravier,,,,, Unión Editorial\Laissez-Faire\El-rostro-humano-del-capitalismo-global.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Laissez-Faire\El-rostro-humano-del-capitalismo-global.jpg,,0.9,,,,
no_match,0.0,,La-amenaza-de-huelga.jpg,LA AMENAZA DE HUELGA,William H. Hutt,,,,, Unión Editorial\Laissez-Faire\La-amenaza-de-huelga.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Laissez-Faire\La-amenaza-de-huelga.jpg,,0.9,,,,
no_match,0.0,,la-contratacion-colectiva.jpg,LA CONTRATACIÓN COLECTIVA,William H. Hutt; Juan Pablo Maldonado Moreno,,,,, Unión Editorial\Laissez-Faire\la-contratacion-colectiva.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Laissez-Faire\la-contratacion-colectiva.jpg,,0.9,,,,
no_match,0.0,,PRINCIPIOS-LIBERALES.jpg,PRINCIPIOS LIBERALES,Dario Antiseri,,,,, Unión Editorial\Laissez-Faire\PRINCIPIOS-LIBERALES.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Laissez-Faire\PRINCIPIOS-LIBERALES.jpg,,0.9,,,,
no_match,0.0,,lecciones-breves-de-una-crisis-economica-2007-2014.jpg,Lecciones breves de una crisis económica,José Antonio de Aguirre,,,,, Unión Editorial\lecciones-breves-de-una-crisis-economica-2007-2014.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\lecciones-breves-de-una-crisis-economica-2007-2014.jpg,,0.9,,,,
no_match,0.0,,Bienestar-para-todos.jpg,Bienestar para todos,Ludwig Erhard; Enrique Tierno Galván,,,,, Unión Editorial\Monografías\Bienestar-para-todos.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\Bienestar-para-todos.jpg,,0.9,,,,
no_match,0.0,,Cartas-de-un-culpable-liberal.jpg,Cartas de un «culpable» liberal,Álvaro Lodares Pérez; Bernardo Rabassa,,,,, Unión Editorial\Monografías\Cartas-de-un-culpable-liberal.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\Cartas-de-un-culpable-liberal.jpg,,0.9,,,,
no_match,0.0,,CONTRA-EL-INTERVENCIONISMO.jpg,Contra el intervencionismo,Álvaro Lodares Pérez,,,,, Unión Editorial\Monografías\CONTRA-EL-INTERVENCIONISMO.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\CONTRA-EL-INTERVENCIONISMO.jpg,,0.9,,,,
no_match,80.2,29.6,Desde-la-Libertad.jpg,Desde la Libertad,Álvaro Lodares Pérez,Capella - Libertad.pdf,Libertad,Capella,   👀 TEMAS\    💛 LIBERTAD\Capella - Libertad.pdf, Unión Editorial\Monografías\Desde-la-Libertad.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\Desde-la-Libertad.jpg,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\Capella - Libertad.pdf,0.9,,,,
no_match,0.0,,Escritos-liberales.jpg,Escritos liberales,Álvaro Ladares Pérez,,,,, Unión Editorial\Monografías\Escritos-liberales.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\Escritos-liberales.jpg,,0.9,,,,
no_match,100.0,30.0,etica-clasicos.jpg,ÉTICA,LEONARDO POLO, Capella - Ética.pdf,Ética,Capella,   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\ Capella - Ética.pdf, Unión Editorial\Monografías\etica-clasicos.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\etica-clasicos.jpg,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\⚖️ Ética y Moral\ Capella - Ética.pdf,0.9,,,,
no_match,87.2,0.0,etica-economica.jpg,Ética económica,Arthur F. Utz,Mises - Política Económica_ Seis Lecciones sobre el Capitalismo.pdf,POLITICA ECONOMICA,Mises,   👀 TEMAS\   💱 ECONOMÍA\  😃 Economía Inicial\Mises - Política Económica_ Seis Lecciones sobre el Capitalismo.pdf, Unión Editorial\Monografías\etica-economica.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\etica-economica.jpg,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   💱 ECONOMÍA\  😃 Economía Inicial\Mises - Política Económica_ Seis Lecciones sobre el Capitalismo.pdf,0.9,,,,
no_match,0.0,,JUSTICIA A LA VENTA DESCUBRE EL PRECIO DE LA CORRUPCIÓN.jpg,Nación y nacionalismos,JOAN COSTA BOU,,,,, Unión Editorial\Monografías\JUSTICIA A LA VENTA DESCUBRE EL PRECIO DE LA CORRUPCIÓN.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\JUSTICIA A LA VENTA DESCUBRE EL PRECIO DE LA CORRUPCIÓN.jpg,,0.9,,,,
no_match,81.0,27.0,POBREZA-Y-MERCADO.jpg,Pobreza y mercado,Álvaro Lodares Pérez, Rothbard - Poder y Mercado.pdf,Poder y mercado,Murray N. Rothbard,    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Rothbard - Poder y Mercado.pdf, Unión Editorial\Monografías\POBREZA-Y-MERCADO.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\POBREZA-Y-MERCADO.jpg,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Rothbard - Poder y Mercado.pdf,0.9,,,,
no_match,0.0,,61tJ6cfLDyL._SY466_.jpg,LA ECONOMÍA Y EL BIENESTAR PÚBLICO,BENJAMIN M. ANDERSON,,,,, Unión Editorial\Nueva Biblioteca de la Libertad\61tJ6cfLDyL._SY466_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\61tJ6cfLDyL._SY466_.jpg,,0.9,,,,
no_match,0.0,,_EL-VERDADERO-LINCOLN.jpg,EL VERDADERO LINCOLN,THOMAS J. DILORENZO,,,,, Unión Editorial\Nueva Biblioteca de la Libertad\_EL-VERDADERO-LINCOLN.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\_EL-VERDADERO-LINCOLN.jpg,,0.9,,,,
no_match,95.5,,_La Educación y el Estado - E.G. West.jpg,LA EDUCACIÓN Y EL ESTADO,E. G. WEST,Reseña de La Educación y El estado de E.G. West - Óscar Timón.pdf,RESEÑA DE LA EDUCACIÓN Y EL ESTADO,,   👀 TEMAS\➕ TEMAS VARIOS\  🏫 Educación\Artículos\Reseña de La Educación y El estado de E.G. West - Óscar Timón.pdf, Unión Editorial\Nueva Biblioteca de la Libertad\_La Educación y el Estado - E.G. West.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\_La Educación y el Estado - E.G. West.jpg,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\➕ TEMAS VARIOS\  🏫 Educación\Artículos\Reseña de La Educación y El estado de E.G. West - Óscar Timón.pdf,0.9,,,,
no_match,0.0,,_La soberanía del individuo - Pierre Lemieux.jpg,LA SOBERANÍA DEL INDIVIDUO,PIERRE LEMIEUX,,,,, Unión Editorial\Nueva Biblioteca de la Libertad\_La soberanía del individuo - Pierre Lemieux.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\_La soberanía del individuo - Pierre Lemieux.jpg,,0.9,,,,
no_match,0.0,,_maxxs-allaxx-de-la-oferta-y-la-demanda.jpg,Más allá de la oferta y la demanda,Wilhelm Röpke,,,,, Unión Editorial\Nueva Biblioteca de la Libertad\_maxxs-allaxx-de-la-oferta-y-la-demanda.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\_maxxs-allaxx-de-la-oferta-y-la-demanda.jpg,,0.9,,,,
no_match,0.0,,CONDUCTA-HUMANA-Y-SOCIEDAD-CIVIL.jpg,CONDUCTA HUMANA Y SOCIEDAD CIVIL,FRANCISCO JAVIER LÓPEZ ATANES,,,,, Unión Editorial\Nueva Biblioteca de la Libertad\CONDUCTA-HUMANA-Y-SOCIEDAD-CIVIL.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\CONDUCTA-HUMANA-Y-SOCIEDAD-CIVIL.jpg,,0.9,,,,
no_match,0.0,,EL DESAFÍO DE HAYEK.jpg,El desafío de Hayek,Bruce Caldwell,,,,, Unión Editorial\Nueva Biblioteca de la Libertad\EL DESAFÍO DE HAYEK.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\EL DESAFÍO DE HAYEK.jpg,,0.9,,,,
no_match,0.0,,EL-IDEAL-CULTURAL-DEL-LIBERALISMO.jpg,EL IDEAL CULTURAL DEL LIBERALISMO,Andreas A. Böhmler,,,,, Unión Editorial\Nueva Biblioteca de la Libertad\EL-IDEAL-CULTURAL-DEL-LIBERALISMO.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\EL-IDEAL-CULTURAL-DEL-LIBERALISMO.jpg,,0.9,,,,
no_match,0.0,,EL-NEW-DEAL-DEL-COMERCIO-GLOBAL.jpg,EL NEW DEAL DEL COMERCIO GLOBAL,APARICIO CAICEDO,,,,, Unión Editorial\Nueva Biblioteca de la Libertad\EL-NEW-DEAL-DEL-COMERCIO-GLOBAL.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\EL-NEW-DEAL-DEL-COMERCIO-GLOBAL.jpg,,0.9,,,,
no_match,0.0,,"Escuela Austríaca en los Negocios_ Teoría del Caos, Pensa, Pensatiemo no Lineal y la Perspectiva Ética.png","ESCUELA AUSTRÍACA EN LOS NEGOCIOS: TEORÍA DEL CAOS, PENSAMIENTO NO LINEAL Y LA PERSPECTIVA ÉTICA",Alberto Benegas Lynch (h); Adrián Ravier,,,,," Unión Editorial\Nueva Biblioteca de la Libertad\Escuela Austríaca en los Negocios_ Teoría del Caos, Pensa, Pensatiemo no Lineal y la Perspectiva Ética.png","D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\Escuela Austríaca en los Negocios_ Teoría del Caos, Pensa, Pensatiemo no Lineal y la Perspectiva Ética.png",,0.9,,,,
no_match,86.2,19.0,estudios-de-politica-economica.jpg,Estudios de política económica,Juergen B. Donges,Mises - Política Económica_ Seis Lecciones sobre el Capitalismo.pdf,POLITICA ECONOMICA,Mises,   👀 TEMAS\   💱 ECONOMÍA\  😃 Economía Inicial\Mises - Política Económica_ Seis Lecciones sobre el Capitalismo.pdf, Unión Editorial\Nueva Biblioteca de la Libertad\estudios-de-politica-economica.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\estudios-de-politica-economica.jpg,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   💱 ECONOMÍA\  😃 Economía Inicial\Mises - Política Económica_ Seis Lecciones sobre el Capitalismo.pdf,0.9,Huerta - Nuevos Estudios de Economía Política.pdf,84.5,,
no_match,0.0,,FUNDAMENTOS-DE-LA-BANCA-CENTRAL-Y-DE-LA-LIBERTAD-BANCARIA.jpg,Fundamentos de la banca central y de la libertad bancaria,Vera C. Smith,,,,, Unión Editorial\Nueva Biblioteca de la Libertad\FUNDAMENTOS-DE-LA-BANCA-CENTRAL-Y-DE-LA-LIBERTAD-BANCARIA.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\FUNDAMENTOS-DE-LA-BANCA-CENTRAL-Y-DE-LA-LIBERTAD-BANCARIA.jpg,,0.9,,,,
no_match,0.0,,la-agricultura-y-el-estado.jpg,LA AGRICULTURA Y EL ESTADO,"E.C. PASOUR, JR.; RANDAL R. RUCKER",,,,, Unión Editorial\Nueva Biblioteca de la Libertad\la-agricultura-y-el-estado.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\la-agricultura-y-el-estado.jpg,,0.9,,,,
no_match,0.0,,la-economia-del-tiempo-y-de-la-ignorancia.jpg,LA ECONOMÍA DEL TIEMPO Y DE LA IGNORANCIA,"GERALD P. O'DRISCOLL, Jr.; MARIO J. RIZZO",,,,, Unión Editorial\Nueva Biblioteca de la Libertad\la-economia-del-tiempo-y-de-la-ignorancia.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\la-economia-del-tiempo-y-de-la-ignorancia.jpg,,1.0,,,,
no_match,0.0,,la-fuerza-economica-de-la-libertad.jpg,LA FUERZA ECONÓMICA DE LA LIBERTAD,JOSÉ JUAN FRANCH,,,,, Unión Editorial\Nueva Biblioteca de la Libertad\la-fuerza-economica-de-la-libertad.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\la-fuerza-economica-de-la-libertad.jpg,,0.9,,,,
no_match,80.1,,la-teoria-de-la-economia.jpg,LA TEORÍA DE LA ECONOMÍA,Wilhelm Röpke,Crítica de la teoría económica neoclásica.pdf,Crítica de la teoría económica,,   👀 TEMAS\   💱 ECONOMÍA\ 📚 Escuelas\ Neoclásica\Crítica de la teoría económica neoclásica.pdf, Unión Editorial\Nueva Biblioteca de la Libertad\la-teoria-de-la-economia.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\la-teoria-de-la-economia.jpg,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   💱 ECONOMÍA\ 📚 Escuelas\ Neoclásica\Crítica de la teoría económica neoclásica.pdf,0.9,,,,
no_match,0.0,,las-raices-del-capitalismo-1.jpg,LAS RAÍCES DEL CAPITALISMO,John Chamberlain,,,,, Unión Editorial\Nueva Biblioteca de la Libertad\las-raices-del-capitalismo-1.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\las-raices-del-capitalismo-1.jpg,,1.0,,,,
no_match,0.0,,Liberalismo-contra-liberalismo.jpg,Liberalismo contra liberalismo,Javier Aranzadi del Cerro,,,,, Unión Editorial\Nueva Biblioteca de la Libertad\Liberalismo-contra-liberalismo.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\Liberalismo-contra-liberalismo.jpg,,0.9,,,,
no_match,0.0,,liberalismo-y-estatismo-en-el-siglo-de-oro-espanol.jpg,Liberalismo y estatismo en el siglo de oro español,Rogelio Fernández Delgado,,,,, Unión Editorial\Nueva Biblioteca de la Libertad\liberalismo-y-estatismo-en-el-siglo-de-oro-espanol.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\liberalismo-y-estatismo-en-el-siglo-de-oro-espanol.jpg,,0.9,,,,
