cover_path,cover_name,cover_kind,cover_norm,status,score,method,pdf_path,pdf_name,candidate_2,score_2,candidate_3,score_3
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\Escritos-liberales.jpg,Escritos-liberales.jpg,title,escritos liberales,review,82.4,partial,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Tipos de Estatismos\👮‍♂️ Minarquismo\Giacomini - El Fracaso de las Constituciones Liberales.pdf,Giacomini - El Fracaso de las Constituciones Liberales.pdf,Tucu - De la Libertad a los Liberales.pdf,80.0,Panfletos liberales III (Carlos Rodríguez Braun).pdf,77.8
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\etica-clasicos.jpg,etica-clasicos.jpg,title,etica clasicos,no_match,72.7,token_set,"D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\Ryan McMaken\McMaken - Los liberales clásicos franceses secesionistas, Molinari y Dunoyer.pdf","McMaken - Los liberales clásicos franceses secesionistas, Molinari y Dunoyer.pdf", Capella - Ética.pdf,66.7,Marias_Escolastica.pdf,64.3
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\etica-economica.jpg,etica-economica.jpg,title,etica economica,review,88.9,partial,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Jesús Huerta de Soto\Artículos\Huerta - Método y Crisis en la Ciencia Económica.pdf,Huerta - Método y Crisis en la Ciencia Económica.pdf,Herejías Económicas.pdf,86.7,Los Fundamentos de La Ciencia Económica - Faustino Ballvé.pdf,86.7
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\JUSTICIA A LA VENTA DESCUBRE EL PRECIO DE LA CORRUPCIÓN.jpg,JUSTICIA A LA VENTA DESCUBRE EL PRECIO DE LA CORRUPCIÓN.jpg,title,justicia a la venta descubre el precio de la corrupcion,no_match,66.7,partial,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\  🧑‍⚖️ DERECHO y JUSTICIA\Capella - Justicia.pdf,Capella - Justicia.pdf,La Desobediencia Civil como recurso de la Sociedad Civil para el Alcance de la Justicia.pdf,61.3,La Escuela de Chicago en Chile_ Una Perspectiva Histórica.pdf,61.1
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Monografías\POBREZA-Y-MERCADO.jpg,POBREZA-Y-MERCADO.jpg,title,pobreza y mercado,review,78.6,partial,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\➕ Varios\KEVIN CARSON Y EL LIBRE MERCADO.pdf,KEVIN CARSON Y EL LIBRE MERCADO.pdf,Batalha - Ecologismo y Libre Mercado.pdf,78.6,Riqueza y Pobreza.pdf,70.6
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\61tJ6cfLDyL._SY466_.jpg,61tJ6cfLDyL._SY466_.jpg,title,61tj6cfldyl sy466,no_match,45.5,partial,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\➕ TEMAS VARIOS\  🔫 Armas\Impresión de Armas\ Cody Wilson.pdf, Cody Wilson.pdf,J.Ch.Say-Listy.pdf,42.9, Roy Childs.pdf,40.0
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\_EL-VERDADERO-LINCOLN.jpg,_EL-VERDADERO-LINCOLN.jpg,title,el verdadero lincoln,review,85.7,partial,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2023\ Julio-Diciembre\Agosto\El Verdadero Liberalismo.pdf,El Verdadero Liberalismo.pdf,Caplan - La defensa del «verdadero X».pdf,76.5,Rothbard - El verdadero agresor.pdf,75.0
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\_La Educación y el Estado - E.G. West.jpg,_La Educación y el Estado - E.G. West.jpg,title,la educacion y el estado e g west,auto,100.0,token_set+overlap,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\➕ TEMAS VARIOS\  🏫 Educación\Artículos\Reseña de La Educación y El estado de E.G. West - Óscar Timón.pdf,Reseña de La Educación y El estado de E.G. West - Óscar Timón.pdf,El caso infundado de la educación estatal - E. G. West.pdf,88.2,LA EDUCACIÓN ESTATAL.pdf,81.1
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\_La soberanía del individuo - Pierre Lemieux.jpg,_La soberanía del individuo - Pierre Lemieux.jpg,title,la soberania del individuo pierre lemieux,no_match,73.9,partial,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Junio\El individuo libertario.pdf,El individuo libertario.pdf,Lemieux - El Sentimiento Individualista.pdf,66.7,Bylund - Cómo la soberanía del consumidor y el emprendimiento trabajan juntos.pdf,65.9
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\_maxxs-allaxx-de-la-oferta-y-la-demanda.jpg,_maxxs-allaxx-de-la-oferta-y-la-demanda.jpg,title,maxxs allaxx de la oferta y la demanda,no_match,63.8,partial,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Más allá del ser y el deber ser.pdf,Rothbard - Más allá del ser y el deber ser.pdf, Karsten y Beckman - Mas Alla de La Democracia.pdf,63.5, Alanis - La Fuerza y el Saber.pdf,63.0
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\CONDUCTA-HUMANA-Y-SOCIEDAD-CIVIL.jpg,CONDUCTA-HUMANA-Y-SOCIEDAD-CIVIL.jpg,title,conducta humana y sociedad civil,review,79.5,partial+overlap,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   🏛️ ESTATISMO\ Tipos de Estatismos\ 🪤 Socialismo\Artículos\Ebeling - Socialistas contra Sociedad Civil.pdf,Ebeling - Socialistas contra Sociedad Civil.pdf,McElroy - El eje feminista de género-nueva izquierda-marxista ataca a toda la sociedad civil.pdf,79.5,"Manual de Blockchain_ Cadena de bloques y tecnología. Herramienta para la transparencia y el fortalecimiento institucional para sector público, privado y sociedad civil.pdf",76.0
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\EL DESAFÍO DE HAYEK.jpg,EL DESAFÍO DE HAYEK.jpg,title,el desafio de hayek,review,80.0,partial,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Hans-Hermann Hoppe\Hoppe\Hoppe - El mito de Hayek.pdf,Hoppe - El mito de Hayek.pdf,Hayek - El orden de la libertad.pdf,73.3,Hayek - Estudios sobre el Abuso de la Razón.pdf,73.3
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\EL-IDEAL-CULTURAL-DEL-LIBERALISMO.jpg,EL-IDEAL-CULTURAL-DEL-LIBERALISMO.jpg,title,el ideal cultural del liberalismo,review,81.2,partial,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Marzo - Abril\Quispe - Liberalismo.pdf,Quispe - Liberalismo.pdf,Rockwell - El futuro del libertarismo.pdf,79.4,Hoppe - El Futuro del Liberalismo_ Exhortación por un Nuevo Radicalismo.pdf,78.1
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\EL-NEW-DEAL-DEL-COMERCIO-GLOBAL.jpg,EL-NEW-DEAL-DEL-COMERCIO-GLOBAL.jpg,title,el new deal del comercio global,no_match,69.2,token_set+overlap,"D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\➕ TEMAS VARIOS\ 🪖 Guerra y Terrorismo\Rothbard - El New Deal y la Guerra Fría, El vínculo de la dominación del Estado.pdf","Rothbard - El New Deal y la Guerra Fría, El vínculo de la dominación del Estado.pdf",Norberg - En defensa del Capitalismo Global.pdf,63.9,La crisis de 1930 y las Políticas del New Deal.pdf,63.7
"D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\Escuela Austríaca en los Negocios_ Teoría del Caos, Pensa, Pensatiemo no Lineal y la Perspectiva Ética.png","Escuela Austríaca en los Negocios_ Teoría del Caos, Pensa, Pensatiemo no Lineal y la Perspectiva Ética.png",title,escuela austriaca en los negocios teoria del caos pensa pensatiemo no lineal y la perspectiva etica,auto,100.0,token_set+overlap,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2023\ Julio-Diciembre\ Noviembre\Escuela Austriaca.pdf,Escuela Austriaca.pdf,Escuela Austriaca y La Etica.pdf,100.0,Escuela Austriaca.pdf,100.0
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\estudios-de-politica-economica.jpg,estudios-de-politica-economica.jpg,title,estudios de politica economica,auto,100.0,token_set,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\José Hernández Cabrera\Política.pdf,Política.pdf,Huerta - Estudios de Economía Política.pdf,91.9,Una introducción al argumento budista a favor de la libertad política y económica (Aaron Ross Powell).pdf,86.4
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\FUNDAMENTOS-DE-LA-BANCA-CENTRAL-Y-DE-LA-LIBERTAD-BANCARIA.jpg,FUNDAMENTOS-DE-LA-BANCA-CENTRAL-Y-DE-LA-LIBERTAD-BANCARIA.jpg,title,fundamentos de la banca central y de la libertad bancaria,auto,100.0,token_set+overlap,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\Agosto\Banca central.pdf,Banca central.pdf,Hayek - Los Fundamentos de la Libertad.pdf,87.9,Libertad de la acción.pdf,80.0
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\la-agricultura-y-el-estado.jpg,la-agricultura-y-el-estado.jpg,title,la agricultura y el estado,no_match,70.0,token_set,"D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Kant, Utilitarismo\IMMANUEL KANT, LA ILUSTRACIÓN, _EL INDIVIDUO Y EL ESTADO._EXAMEN Y CRÍTICA.pdf","IMMANUEL KANT, LA ILUSTRACIÓN, _EL INDIVIDUO Y EL ESTADO._EXAMEN Y CRÍTICA.pdf",Bretone - El Estado y el futuro de la esclavitud.pdf,70.0,Hayek - Sobre el Estado y la Evolución Estatal.pdf,70.0
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\la-economia-del-tiempo-y-de-la-ignorancia.jpg,la-economia-del-tiempo-y-de-la-ignorancia.jpg,title,la economia del tiempo y de la ignorancia,review,75.7,partial,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   💱 ECONOMÍA\ 📚 Escuelas\ Neoclásica\La Economía Neoclásica.pdf,La Economía Neoclásica.pdf,Leeson - El Gran Circo de la Economía.pdf,68.5,Montaldo - El Nazismo y la Economía.pdf,67.6
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\la-fuerza-economica-de-la-libertad.jpg,la-fuerza-economica-de-la-libertad.jpg,title,la fuerza economica de la libertad,auto,91.3,token_set+overlap,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Walter Block\Escritos varios\Block - Ecologismo y libertad económica_ La defensa de los derechos de propiedad privada.pdf,Block - Ecologismo y libertad económica_ La defensa de los derechos de propiedad privada.pdf,Una introducción al argumento budista a favor de la libertad política y económica (Aaron Ross Powell).pdf,91.3,Landa - La libertad económica como símbolo de anarquía.pdf,91.3
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\la-teoria-de-la-economia.jpg,la-teoria-de-la-economia.jpg,title,la teoria de la economia,auto,100.0,token_set+overlap,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\ Robert P. Murphy\Murphy - LA TEORÍA LABORAL DEL VALOR_ UNA CRÍTICA A LOS ESTUDIOS DE CARSON SOBRE ECONOMÍA  POLÍTICA MUTUALISTA.pdf,Murphy - LA TEORÍA LABORAL DEL VALOR_ UNA CRÍTICA A LOS ESTUDIOS DE CARSON SOBRE ECONOMÍA  POLÍTICA MUTUALISTA.pdf,Teoría austriaca_ de los ciclos económicos_y la economía venezolana.pdf,100.0,Principios Modernos de Economía del Desarrollo. Teoría y práctica (Víctor I. Espinosa).pdf,96.3
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\las-raices-del-capitalismo-1.jpg,las-raices-del-capitalismo-1.jpg,title,las raices del capitalismo 1,auto,100.0,token_set,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\José Hernández Cabrera\Capitalismo.pdf,Capitalismo.pdf,"Ensayos económicos los orígenes del capitalismo moderno (David Hume, Javier Ugarte Pérez).pdf",82.1,El origen del capitalismo de amigos latinoamericano actual.pdf,81.5
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\Liberalismo-contra-liberalismo.jpg,Liberalismo-contra-liberalismo.jpg,title,liberalismo contra liberalismo,review,75.9,token_set,"D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Kant, Utilitarismo\Contradicciones y posibilidades del liberalismo _utilitarista como ideología moderna.pdf",Contradicciones y posibilidades del liberalismo _utilitarista como ideología moderna.pdf,ENCRUCIJADA POLÍTICA_ KANT ENTRE_EL LIBERALISMO Y EL REPUBLICANISMO_(PEDRO MEZA HERNÁNDEZ).pdf,75.9,J_S_Mill_utilitarismo_y_liberalismo.pdf,75.9
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\liberalismo-y-estatismo-en-el-siglo-de-oro-espanol.jpg,liberalismo-y-estatismo-en-el-siglo-de-oro-espanol.jpg,title,liberalismo y estatismo en el siglo de oro espanol,review,75.9,token_set,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Enero-Junio\Marzo - Abril\Quispe - Liberalismo.pdf,Quispe - Liberalismo.pdf, Giacomini - Liberalismo Siglo XXI.pdf,74.8,El Verdadero Liberalismo.pdf,73.7
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\Libro Faltante.webp,Libro Faltante.webp,title,libro faltante,no_match,64.3,partial,"D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Sobre Rothbard\Essential Rothbard, resumen del libro (Francisco Ibero).pdf","Essential Rothbard, resumen del libro (Francisco Ibero).pdf",El Libro Negro de la Nueva Derecha Infiltración Atlantista & Batalla Cultural.pdf,64.0,El libro negro del ecologismo.pdf,64.0
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Nueva Biblioteca de la Libertad\plan-accioxxn-y-mercado.jpg,plan-accioxxn-y-mercado.jpg,title,plan accioxxn y mercado,no_match,66.7,partial,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2023\Enero-Junio\Junio\Gregg - Un Análisis Moral y Económico de la Economía de Mercado.pdf,Gregg - Un Análisis Moral y Económico de la Economía de Mercado.pdf, Rothbard - Poder y Mercado.pdf,63.2,La Logica de la Accion Colectiva.pdf,61.9
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\110 notas en libertad educativa_.jpg,110 notas en libertad educativa_.jpg,title,110 notas en libertad educativa,review,82.4,partial,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\  🧑‍⚖️ DERECHO y JUSTICIA\  Propiedad\NAP\Libertad negativa.pdf,Libertad negativa.pdf,Moneda y libertad.pdf,70.6,Capella - Libertad.pdf,68.8
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\9788472099562D-267x431.jpg,9788472099562D-267x431.jpg,title,9788472099562d 267x431,no_match,66.7,partial,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\ 🏰 HISTORIA\Ⓐ Ejemplos de Anarquismo_\z. MÁS\Somalia\21_2_7.pdf,21_2_7.pdf,3727820.pdf,57.1,4047555.pdf,42.9
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\9788472099593D.jpg,9788472099593D.jpg,title,9788472099593d,no_match,57.1,partial,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\3727820.pdf,3727820.pdf,IN MEMORIAM M.N. ROTHBARD (1926-1995).pdf,45.5,4047555.pdf,42.9
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Achaques y manias de la Sociología Moderna.jpg,Achaques y manias de la Sociología Moderna.jpg,title,achaques y manias de la sociologia moderna,no_match,70.0,token_set,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2024\ Julio-Diciembre\Octubre\Anarquismo y la psicología de la libertad.pdf,Anarquismo y la psicología de la libertad.pdf,Skousen - La Formación de la Teoria Económica Moderna.pdf,61.9,Breve Historia de la Mitología Celta.pdf,59.4
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Afrolibertarismo en construcción a través de la visión libertaria.jpg,Afrolibertarismo en construcción a través de la visión libertaria.jpg,title,afrolibertarismo en construccion a traves de la vision libertaria,review,78.9,partial,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\   Febrero\Constitución Libertaria.pdf,Constitución Libertaria.pdf,Cook - Moral Libertaria.pdf,70.6, Sandh - Caballo de Libertaria.pdf,65.0
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Agorismo_ Hacia una sociedad anarquista de mercado_.jpg,Agorismo_ Hacia una sociedad anarquista de mercado_.jpg,title,agorismo hacia una sociedad anarquista de mercado,review,78.2,partial+overlap,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\ 🗝️ ESTRATEGIA\Giacomini - Hacia una Sociedad Libre.pdf,Giacomini - Hacia una Sociedad Libre.pdf,Anarquismo de Mercado FAQ (C4SS).pdf,74.5,Poder Dual y Agorismo para una Sociedad Libre.pdf,72.5
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\AnarcoDigital.jpg,AnarcoDigital.jpg,title,anarcodigital,review,76.9,partial,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\ 🌗 Anarco-Capitalismo\Artículos\Anarcocapitalismo.pdf,Anarcocapitalismo.pdf,Anarcocapitalismo Slide.pdf,76.9,Anarcocapitalismo ¿Qué es_.pdf,76.9
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\anarkia-G.jpg,anarkia-G.jpg,title,anarkia g,review,77.8,partial,D:\Documentos\Acracia\Biblioteca Acracia\Land - Anarquía fría.pdf,Land - Anarquía fría.pdf,Anarko-Kapitalizm.pdf,75.0,Puydt - Panarquía.pdf,70.6
"D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Anarquismo Individualista. Anarcocapitalismo, Anarquismo Egoista, Anarquistas Individualistas, Criptoanarquismo, Ilegalismo.jpg","Anarquismo Individualista. Anarcocapitalismo, Anarquismo Egoista, Anarquistas Individualistas, Criptoanarquismo, Ilegalismo.jpg",title,anarquismo individualista anarcocapitalismo anarquismo egoista anarquistas individualistas criptoanarquismo ilegalismo,auto,100.0,token_set,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\ 🌗 Anarco-Capitalismo\Artículos\Anarcocapitalismo.pdf,Anarcocapitalismo.pdf,Iain McKay - Anarcocapitalismo y anarquismo.pdf,85.2,Anarcocapitalismo Slide.pdf,85.0
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Aspectos negativos de la intervención económica_.jpg,Aspectos negativos de la intervención económica_.jpg,title,aspectos negativos de la intervencion economica,no_match,73.3,partial,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2023\ Julio-Diciembre\ Septiembre\Mises - Los objetivos inmediatos de la educación económica.pdf,Mises - Los objetivos inmediatos de la educación económica.pdf,Los Fundamentos de La Ciencia Económica - Faustino Ballvé.pdf,69.8, Zanotti - Nueva Introdución a la Escuela Austriaca de Economía.pdf,63.6
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Capitalismo - Jeannette von Wolfersoorff.jpg,Capitalismo - Jeannette von Wolfersoorff.jpg,title,capitalismo jeannette von wolfersoorff,auto,100.0,token_set,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\José Hernández Cabrera\Capitalismo.pdf,Capitalismo.pdf,Capitalismo de Amigos.pdf,77.8,Capitalismo de Amigos.pdf,77.8
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Colecti-Victimismo.jpg,Colecti-Victimismo.jpg,title,colecti victimismo,no_match,66.7,partial,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\ 🏰 HISTORIA\Rothbard - Colectivismo Bélico.pdf,Rothbard - Colectivismo Bélico.pdf,Capitalismo.pdf,63.2,Libertarismo - Victoria Camps.pdf,55.6
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Contra el Sistema - Isaac Álvarez Casanova.jpg,Contra el Sistema - Isaac Álvarez Casanova.jpg,title,contra el sistema isaac alvarez casanova,no_match,69.8,partial,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\ 🗝️ ESTRATEGIA\Casasola - Fuera del Sistema.pdf,Casasola - Fuera del Sistema.pdf,Bawerk - La conclusión del sistema marxiano.pdf,60.3,El Engaño Populista - Axel Kaiser & Glória Álvarez.pdf,60.0
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Cripto Steven Levy.jpg,Cripto Steven Levy.jpg,title,cripto steven levy,review,84.0,partial+overlap,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\ Junio\Crypto_ How the Code Rebels Beat the Government — saving privacy in the digital age (Steven Levy).pdf,Crypto_ How the Code Rebels Beat the Government — saving privacy in the digital age (Steven Levy).pdf, Abundancia_ El futuro es mejor de lo que piensas (Peter Diamandis y Steven Kotler.pdf,62.5, Hayek y la revolución Cripto_Orden espontáneo en defensa de la propiedad privada_(Luciano Niccoló Pagani).pdf,61.1
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Criptodivisas_.jpg,Criptodivisas_.jpg,title,criptodivisas,auto,100.0,token_set,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\➕ TEMAS VARIOS\ 🤖 Tecnología\Blockchain y Criptomonedas\Spitznagel - Por qué las criptodivisas nunca serán refugios seguros.pdf,Spitznagel - Por qué las criptodivisas nunca serán refugios seguros.pdf,Criptomonedas para dummies.pdf,69.2,Anarquia-de-las-criptomonedas.pdf,69.2
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Criptomoneda y soberanía.jpg,Criptomoneda y soberanía.jpg,title,criptomoneda y soberania,no_match,74.4,partial,"D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\➕ TEMAS VARIOS\ 🤖 Tecnología\Blockchain y Criptomonedas\Todo Sobre la Criptomoneda Cardano ADA ( Criptomonedas desde Cero, Blockchain, Bitcoin, Invertir en Criptomonedas, Ganar....pdf","Todo Sobre la Criptomoneda Cardano ADA ( Criptomonedas desde Cero, Blockchain, Bitcoin, Invertir en Criptomonedas, Ganar....pdf",Criptomonedas para dummies.pdf,71.4,Anarquia-de-las-criptomonedas.pdf,70.3
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Crítica al Anarcocapitalismo_.jpg,Crítica al Anarcocapitalismo_.jpg,title,critica al anarcocapitalismo,auto,100.0,token_set,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\    💛 LIBERTAD\ 🌗 Anarco-Capitalismo\Artículos\Anarcocapitalismo.pdf,Anarcocapitalismo.pdf,"Caplan - El equilibrio loco, de la democracia al anarcocapitalismo.pdf",92.3,Murillo - El Movimiento Libertario en EEUU- de los Mártires de Chicago al anarcocapitalismo.pdf,89.3
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Cómo la IA transformará nuestro futuro_.jpg,Cómo la IA transformará nuestro futuro_.jpg,title,como la ia transformara nuestro futuro,no_match,61.5,token_set+overlap,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   💱 ECONOMÍA\ 🏛️ Intervencionismo\Dinero y Bancos\Dinero Libre\Grass - Dinero_ cómo su pasado predice su futuro.pdf,Grass - Dinero_ cómo su pasado predice su futuro.pdf,Bylund - Cómo pensar la intervención monetaria.pdf,56.1,Terminar con la Tiranía.pdf,55.7
D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Cómo los países salen de la pobreza_.jpg,Cómo los países salen de la pobreza_.jpg,title,como los paises salen de la pobreza,review,79.0,token_set+overlap,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\Antony P. Mueller\Artículos cortos\Mueller - Cómo caen los países en la trampa de la asistencia social.pdf,Mueller - Cómo caen los países en la trampa de la asistencia social.pdf,Hazlitt - El problema de la pobreza.pdf,69.0,Hazlitt - La cura de la pobreza.pdf,68.1
