pdf,thumb,ok,width,height,bytes,error
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Empty Hospitals Around the World\FilmYourHospital Campaign Survey Printable PDF.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Empty Hospitals Around the World\FilmYourHospital Campaign Survey Printable PDF.cover.jpg,True,464,600,69343,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - History and Rockefeller, Carnegie, and Harriman Early Funding\Jaffe_Memo_Planned_Parenthood_Lays_out_Encourging_Homosexuality_Encouraging_Women_to_Work.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - History and Rockefeller, Carnegie, and Harriman Early Funding\Jaffe_Memo_Planned_Parenthood_Lays_out_Encourging_Homosexuality_Encouraging_Women_to_Work.cover.jpg",True,425,600,40604,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - History and Rockefeller, Carnegie, and Harriman Early Funding\Jaffe_Memo_Table_1.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - History and Rockefeller, Carnegie, and Harriman Early Funding\Jaffe_Memo_Table_1.cover.jpg",True,600,464,54504,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - History and Rockefeller, Carnegie, and Harriman Early Funding\Remdesivir Disastrous as COVID Treatment But Government Pays Hospita.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - History and Rockefeller, Carnegie, and Harriman Early Funding\Remdesivir Disastrous as COVID Treatment But Government Pays Hospita.cover.jpg",True,464,600,63607,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - History and Rockefeller, Carnegie, and Harriman Early Funding\Robert-N-Proctor-Racial-Hygiene-Medicine-Under-the-Nazis-Harvard-University-Press-1988.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - History and Rockefeller, Carnegie, and Harriman Early Funding\Robert-N-Proctor-Racial-Hygiene-Medicine-Under-the-Nazis-Harvard-University-Press-1988.cover.jpg",True,375,600,45756,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - History and Rockefeller, Carnegie, and Harriman Early Funding\thenewamerican.com-Eugenics or Scientific Racism in American Education.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - History and Rockefeller, Carnegie, and Harriman Early Funding\thenewamerican.com-Eugenics or Scientific Racism in American Education.cover.jpg",True,464,600,62486,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\cv_daniel_callahan.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\cv_daniel_callahan.cover.jpg",True,464,600,49301,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\Eugenics and Public Health Historical Connections and Ethical Implications.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\Eugenics and Public Health Historical Connections and Ethical Implications.cover.jpg",True,464,600,67582,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\grandmageri422.me-THE GATES FAMILY EUGENICS and Covid 19 We Cannot Fully Understand Bill Gates Until We Know About Hi.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\grandmageri422.me-THE GATES FAMILY EUGENICS and Covid 19 We Cannot Fully Understand Bill Gates Until We Know About Hi.cover.jpg",True,464,600,60471,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\James_Corbett-From Bioethics to Eugenics.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\James_Corbett-From Bioethics to Eugenics.cover.jpg",True,464,600,64752,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\moderneugenicsblog.wordpress.com-.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\moderneugenicsblog.wordpress.com-.cover.jpg",True,464,600,71589,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\Rockefeller Funded Fertility Regulating Vaccines\1997_Update_on_Rockefeller_Funded_Fertility.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\Rockefeller Funded Fertility Regulating Vaccines\1997_Update_on_Rockefeller_Funded_Fertility.cover.jpg",True,424,600,83888,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\The Link between the Rockefeller Foundation and Eugenics in Nazi Germany-by-Lia_Weintraub.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\The Link between the Rockefeller Foundation and Eugenics in Nazi Germany-by-Lia_Weintraub.cover.jpg",True,464,600,9506,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\thegreatworkdecoded.com-Eugenics and Bioethics.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\thegreatworkdecoded.com-Eugenics and Bioethics.cover.jpg",True,464,600,65729,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\unlimitedhangout.com-Developers of Oxford-AstraZeneca Vaccine Tied to UK Eugenics Movement.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Eugenics - Is Covid designed to kill, sterilize and reduce populations\unlimitedhangout.com-Developers of Oxford-AstraZeneca Vaccine Tied to UK Eugenics Movement.cover.jpg",True,464,600,59544,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\1995_Phillipines_WHO_UNICEF_COURT STOPS USE OF ANTI-TETANUS VACCINE IN IMMUNIZATION DRIVE.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\1995_Phillipines_WHO_UNICEF_COURT STOPS USE OF ANTI-TETANUS VACCINE IN IMMUNIZATION DRIVE.cover.jpg,True,464,600,41533,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\Abortifacient_vaccines_loom_as_new_threat_by_Lawrence_Roberge_HLI-1993.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\Abortifacient_vaccines_loom_as_new_threat_by_Lawrence_Roberge_HLI-1993.cover.jpg,True,464,600,46193,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\ewtn.com-Baby-Killing Vaccine Is It Being Stealth Tested.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\ewtn.com-Baby-Killing Vaccine Is It Being Stealth Tested.cover.jpg,True,464,600,45741,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\Genealogy_of_a_Controversy-Development_of_an_Anti-Fertility_Vaccine_by_K-Viswanath_and_P-Kirbat.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\Genealogy_of_a_Controversy-Development_of_an_Anti-Fertility_Vaccine_by_K-Viswanath_and_P-Kirbat.cover.jpg,True,459,600,26330,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\HCG_found_in_WHO_Tetanus_Vaccine_in_Kenya.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\HCG_found_in_WHO_Tetanus_Vaccine_in_Kenya.cover.jpg,True,425,600,16173,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\National_Security_Study_Memorandum_200_Kissenger_Report_Population_Control_Cover_Page.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\National_Security_Study_Memorandum_200_Kissenger_Report_Population_Control_Cover_Page.cover.jpg,True,437,600,31494,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\National_Security_Study_Memorandum_200_Kissenger_Report_Population_Control_Full_Study.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\National_Security_Study_Memorandum_200_Kissenger_Report_Population_Control_Full_Study.cover.jpg,True,464,600,18916,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\nonconsensualresearch20111120.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\nonconsensualresearch20111120.cover.jpg,True,464,600,64425,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\WHO_Research_A_Vaccine_That_Prevents_Pregnancy_in_Women_Aug_1994.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Anti-Fertility Drugs in Vaccines and Eugenics is US & WHO Policy\WHO_Research_A_Vaccine_That_Prevents_Pregnancy_in_Women_Aug_1994.cover.jpg,True,425,600,79286,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\April 2020 Rockefeller Foundation Paper Urges Testing and Tracing Entire US Population.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\April 2020 Rockefeller Foundation Paper Urges Testing and Tracing Entire US Population.cover.jpg,True,464,600,59617,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\articles.mercola.com-The Great COVID Cover-Ups.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\articles.mercola.com-The Great COVID Cover-Ups.cover.jpg,True,464,600,61271,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\Coronavirus US Senators face calls to resign over insider trading.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\Coronavirus US Senators face calls to resign over insider trading.cover.jpg,True,464,600,36626,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\Evidence that PCR Tests and Equipment Were Prepositioned before Discovery of the Virus\PCR Purchasing Report Wuhan China.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\Evidence that PCR Tests and Equipment Were Prepositioned before Discovery of the Virus\PCR Purchasing Report Wuhan China.cover.jpg,True,425,600,23251,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\PCR_Purchasing_Report_Mid-2019_Wuhan_China.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\PCR_Purchasing_Report_Mid-2019_Wuhan_China.cover.jpg,True,425,600,23251,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\Rockefeller Foundation Lockstep Document.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\Rockefeller Foundation Lockstep Document.cover.jpg,True,464,600,43856,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\US Government Awards Contracts to Seven Organizations with Ties to Gates Foundation DARPA Big Tech.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Funding and Foreknowledge\US Government Awards Contracts to Seven Organizations with Ties to Gates Foundation DARPA Big Tech.cover.jpg,True,464,600,55923,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\articles.mercola.com-The Truth Is Coming Out About COVID Deaths.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\articles.mercola.com-The Truth Is Coming Out About COVID Deaths.cover.jpg",True,464,600,58210,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\COVID-19 and the Shadowy Trusted News Initiative.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\COVID-19 and the Shadowy Trusted News Initiative.cover.jpg",True,464,600,58695,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\FilmYourHospital Campaign Survey Printable PDF.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\FilmYourHospital Campaign Survey Printable PDF.cover.jpg",True,464,600,69343,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\How the CCP Infiltrated Johns Hopkins University During the most Critical Stage of the Pandemic and Fudged Numbers.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\How the CCP Infiltrated Johns Hopkins University During the most Critical Stage of the Pandemic and Fudged Numbers.cover.jpg",True,464,600,34043,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\Leaked_Docs_Reveal_Shocking_Extent_Of_DHS _Disinfo_Collusion_With_Twitter_Facebook_CISA.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\Leaked_Docs_Reveal_Shocking_Extent_Of_DHS _Disinfo_Collusion_With_Twitter_Facebook_CISA.cover.jpg",True,464,600,48883,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\nationandstate.com-Media caught red-handed using dummy doll at Elmhurst ICU selling simulation to general public as COVI.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\nationandstate.com-Media caught red-handed using dummy doll at Elmhurst ICU selling simulation to general public as COVI.cover.jpg",True,464,600,45053,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\naturalnews.com-BUSTED Those ER doctors on Twitter who claimed hordes of patients were dying f.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\naturalnews.com-BUSTED Those ER doctors on Twitter who claimed hordes of patients were dying f.cover.jpg",True,464,600,51720,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\reuters.com-Fact Check-CBC Edmonton news report featuring a mannequin was filmed at a training facility not in a .pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Censorship and Deception\reuters.com-Fact Check-CBC Edmonton news report featuring a mannequin was filmed at a training facility not in a .cover.jpg",True,464,600,34752,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Deception\articles.mercola.com-The Truth Is Coming Out About COVID Deaths.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Deception\articles.mercola.com-The Truth Is Coming Out About COVID Deaths.cover.jpg",True,464,600,58210,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Deception\COVID-19 and the Shadowy Trusted News Initiative.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Deception\COVID-19 and the Shadowy Trusted News Initiative.cover.jpg",True,464,600,58695,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Deception\FilmYourHospital Campaign Survey Printable PDF.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Deception\FilmYourHospital Campaign Survey Printable PDF.cover.jpg",True,464,600,69343,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Deception\nationandstate.com-Media caught red-handed using dummy doll at Elmhurst ICU selling simulation to general public as COVI.pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Deception\nationandstate.com-Media caught red-handed using dummy doll at Elmhurst ICU selling simulation to general public as COVI.cover.jpg",True,464,600,45053,
"D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Deception\reuters.com-Fact Check-CBC Edmonton news report featuring a mannequin was filmed at a training facility not in a .pdf","D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence of Govt, Media and Academia Deception\reuters.com-Fact Check-CBC Edmonton news report featuring a mannequin was filmed at a training facility not in a .cover.jpg",True,464,600,34752,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence Pharma Lied About Vaccine Safety and Efficacy\AFLD_Lawsuit .pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence Pharma Lied About Vaccine Safety and Efficacy\AFLD_Lawsuit .cover.jpg,True,464,600,21058,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence Pharma Lied About Vaccine Safety and Efficacy\bmj_Pfizer_Lied_About_Vaccine_Safety_Oct_21.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence Pharma Lied About Vaccine Safety and Efficacy\bmj_Pfizer_Lied_About_Vaccine_Safety_Oct_21.cover.jpg,True,451,600,79683,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence Pharma Lied About Vaccine Safety and Efficacy\New Quality-Control Investigations on Vaccines- Contaminents Found in Most Vaccines.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence Pharma Lied About Vaccine Safety and Efficacy\New Quality-Control Investigations on Vaccines- Contaminents Found in Most Vaccines.cover.jpg,True,425,600,65641,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence Pharma Lied About Vaccine Safety and Efficacy\Pfizer_Suppressed_Safety_Data_5.3.6-postmarketing-experience.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence Pharma Lied About Vaccine Safety and Efficacy\Pfizer_Suppressed_Safety_Data_5.3.6-postmarketing-experience.cover.jpg,True,464,600,21086,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence Pharma Lied About Vaccine Safety and Efficacy\The-COVID-19-Inoculations-More-Harm-Than-Good-REV-Dec-16-2021_CCCA.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence Pharma Lied About Vaccine Safety and Efficacy\The-COVID-19-Inoculations-More-Harm-Than-Good-REV-Dec-16-2021_CCCA.cover.jpg,True,600,338,16251,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence That Covid was Created in a Lab\Moderna patented a 19-nucleotide sequence in 2013 that matches the most infectious sequence of SARS-C.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence That Covid was Created in a Lab\Moderna patented a 19-nucleotide sequence in 2013 that matches the most infectious sequence of SARS-C.cover.jpg,True,464,600,54251,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence That Covid was Created in a Lab\newspunch.com-Smoking Gun Moderna Patented Man Made SARS-CoV2 Gene Sequence in 2018.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence That Covid was Created in a Lab\newspunch.com-Smoking Gun Moderna Patented Man Made SARS-CoV2 Gene Sequence in 2018.cover.jpg,True,464,600,38500,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence That Covid was Created in a Lab\The_Li-Meng-Yan-Paper_Covid_Created_in_Lab.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence That Covid was Created in a Lab\The_Li-Meng-Yan-Paper_Covid_Created_in_Lab.cover.jpg,True,464,600,50697,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\1995_Phillipines_WHO_UNICEF_COURT STOPS USE OF ANTI-TETANUS VACCINE IN IMMUNIZATION DRIVE.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\1995_Phillipines_WHO_UNICEF_COURT STOPS USE OF ANTI-TETANUS VACCINE IN IMMUNIZATION DRIVE.cover.jpg,True,464,600,41533,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\Genealogy_of_a_Controversy-Development_of_an_Anti-Fertility_Vaccine_by_K-Viswanath_and_P-Kirbat.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\Genealogy_of_a_Controversy-Development_of_an_Anti-Fertility_Vaccine_by_K-Viswanath_and_P-Kirbat.cover.jpg,True,459,600,26330,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\HCG_found_in_WHO_Tetanus_Vaccine_in_Kenya.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\HCG_found_in_WHO_Tetanus_Vaccine_in_Kenya.cover.jpg,True,425,600,16173,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\National_Security_Study_Memorandum_200_Kissenger_Report_Population_Control_Cover_Page.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\National_Security_Study_Memorandum_200_Kissenger_Report_Population_Control_Cover_Page.cover.jpg,True,437,600,31494,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\National_Security_Study_Memorandum_200_Kissenger_Report_Population_Control_Full_Study.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\National_Security_Study_Memorandum_200_Kissenger_Report_Population_Control_Full_Study.cover.jpg,True,464,600,18916,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\nonconsensualresearch20111120.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\nonconsensualresearch20111120.cover.jpg,True,464,600,64425,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\WHO_Research_A_Vaccine_That_Prevents_Pregnancy_in_Women_Aug_1994.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Evidence that Eugenics is US & WHO Policy\WHO_Research_A_Vaccine_That_Prevents_Pregnancy_in_Women_Aug_1994.cover.jpg,True,425,600,79286,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Financial Incentives for Hospitals to Classify Patients as Covid\Alert-2-New-ICD-code-introduced-for-COVID-19-deaths.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Financial Incentives for Hospitals to Classify Patients as Covid\Alert-2-New-ICD-code-introduced-for-COVID-19-deaths.cover.jpg,True,365,600,46543,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Financial Incentives for Hospitals to Classify Patients as Covid\Biden’s Bounty on Your Life_ Hospitals’ Incentive Payments for COVID-19 - AAPS _ Association of American Physicians and Surgeons.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Financial Incentives for Hospitals to Classify Patients as Covid\Biden’s Bounty on Your Life_ Hospitals’ Incentive Payments for COVID-19 - AAPS _ Association of American Physicians and Surgeons.cover.jpg,True,464,600,41882,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Financial Incentives for Hospitals to Classify Patients as Covid\cms.gov-New COVID-19 Treatments Add-On Payment NCTAP (1).pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Financial Incentives for Hospitals to Classify Patients as Covid\cms.gov-New COVID-19 Treatments Add-On Payment NCTAP (1).cover.jpg,True,464,600,68824,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Financial Incentives for Hospitals to Classify Patients as Covid\Remdesivir Disastrous as COVID Treatment But Government Pays Hospitals to Use It.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Financial Incentives for Hospitals to Classify Patients as Covid\Remdesivir Disastrous as COVID Treatment But Government Pays Hospitals to Use It.cover.jpg,True,464,600,63607,
D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Germ_Vs_Terrain - Do Viruses Cause Disease\A-Farewell-to-Virology-Expert-Edition_By_Dr_Mark_Bailey.pdf,D:\Documentos\The Liberator\The Liberator 3 - Plandemic and Economic Warfare\Germ_Vs_Terrain - Do Viruses Cause Disease\A-Farewell-to-Virology-Expert-Edition_By_Dr_Mark_Bailey.cover.jpg,True,425,600,9299,
